1,12,0.000117836
10,40,0.0000875
100,13,0.000238857
1000,30,0.000117836
1001,2,0.000117836
1002,4,0.000187467
1003,7,0.0000329
1004,29,0.000217579
1005,19,0.00012452
1006,9,0.0000847
1007,4,0.0000649
1008,41,0.000154683
1009,23,0.000117836
101,13,0.000121333
1010,12,0.000117836
1011,37,0.000117836
1012,53,0.000117836
1014,24,0.0000489
1015,14,0.0000942
1016,2,0.000225113
1017,9,0.0000678
1018,46,0.000123102
1019,39,0.000553219
102,43,0.000071
1020,49,0.001523357
1021,4,0.000117836
1022,22,0.000117836
1023,8,0.0000721
1025,1,0.0000177
1026,22,0.000242061
1027,10,0.000074
1028,60,0.000194001
1029,2,0.0000516
103,14,0.000117836
1030,19,0.000279137
1031,15,0.000217468
1032,20,0.0000744
1033,34,0.0001609
1034,6,0.0000585
1035,56,0.000234781
1036,39,0.0000853
1037,58,0.000246662
1038,6,0.0000668
1039,51,0.0000668
104,18,0.000117836
1040,4,0.000117836
1041,22,0.000117836
1042,12,0.0000177
1044,19,0.0000177
1045,1,0.0000942
1046,21,0.000463772
1047,98,0.000249842
1048,11,0.0000643
1049,8,0.0000643
105,2,0.000117836
1050,9,0.000195095
1051,16,0.0000474
1052,20,0.000114741
1053,12,0.000114741
1054,4,0.000114741
1055,16,0.000114741
1056,21,0.000166973
1057,34,0.000125261
1058,7,0.0000177
1059,25,0.000255573
106,38,0.000143579
1060,59,0.0000587
1061,4,0.000108609
1063,24,0.000105192
1064,51,0.000188829
1066,15,0.0003295
1067,18,0.0000812
1068,1,0.000117836
1069,8,0.000117836
107,30,0.000127911
1070,3,0.0000558
1071,9,0.0000573
1072,14,0.0000177
1073,10,0.0000469
1074,28,0.000241099
1075,11,0.0000604
1076,14,0.000117836
1077,12,0.000117836
1078,40,0.000117836
1079,17,0.000218562
108,12,0.000117836
1080,31,0.000247347
1081,5,0.0000591
1082,8,0.000053
1083,20,0.000117836
1085,N/A,0.000117836
1086,24,0.000117836
1087,5,0.0000918
1088,20,0.000149139
1089,4,0.0000915
109,21,0.000117836
1090,9,0.0000177
1091,48,0.000323152
1094,121,0.0000344
1095,22,0.0000904
1096,8,0.0000644
1098,20,0.000193781
1099,7,0.000117836
11,69,0.00019203
110,7,0.0000321
1100,15,0.000117836
1101,14,0.000172621
1102,20,0.0000904
1103,26,0.000163406
1104,72,0.000136186
1105,3,0.000136186
1106,1,0.000136186
1107,N/A,0.000136186
1108,N/A,0.000136186
1109,N/A,0.000136186
111,5,0.000220282
1112,13,0.0000854
1113,5,0.0000904
1114,15,0.000117836
1115,44,0.000117836
1116,27,0.0000574
1117,22,0.0000574
1118,18,0.000117836
1119,N/A,0.000117836
112,5,0.000196202
1120,14,0.00004
1122,39,0.000107958
1123,3,0.000047
1124,5,0.0000456
1125,8,0.000113018
1126,23,0.000113018
1128,69,0.0000643
1129,7,0.0000643
113,4,0.00016181
1130,17,0.0000642
1131,15,0.0000642
1132,4,0.0000324
1133,32,0.0001
1134,9,0.0001
1135,4,0.0000749
1136,20,0.0000749
1137,20,0.000031
1138,21,0.000102934
1139,6,0.0000319
114,23,0.00016181
1140,3,0.0000594
1141,16,0.000191975
1142,6,0.0000338
1143,33,0.000208648
1144,44,0.000159384
1145,8,0.0000448
1146,25,0.0000614
1147,20,0.000170571
