8856,0.0000819,N/A,"[[4954, 0.98590161592217085], [3089, 0.984979880991948], [2226, 0.98273076289508854], [2070, 0.98215570121955575], [6836, 0.98203603813509976], [9097, 0.98173511737990959], [5449, 0.98117803915793766], [4510, 0.98106894806206391], [5053, 0.97998704131371417], [3556, 0.97994310189275069]]"
8857,0.0000683,4,"[[254, 0.99807136392086515], [1217, 0.99449877530913178], [2155, 0.99351243622981256], [2295, 0.99207644607829426], [2762, 0.99112236086987793], [1293, 0.98942799714728413], [6742, 0.98827396890774155], [615, 0.98777242264635834], [274, 0.98714660419356559], [451, 0.98675834010515384]]"
8858,0.0000683,23,"[[9012, 0.99845668391277342], [8889, 0.99588008531726568], [5199, 0.99529632607083918], [4181, 0.99147806934380778], [6765, 0.9894776453070574], [3292, 0.98782926329715381], [5269, 0.98641506151222502], [8919, 0.98630329269452299], [4195, 0.98609279633074542], [8189, 0.98415160378096067]]"
8859,0.000117836,1,"[[4721, 0.98698372342155183], [7345, 0.98383779666877835], [2388, 0.98371509305435867], [2637, 0.97830782992561904], [8431, 0.97797117762116348], [3610, 0.97599186540749516], [2660, 0.97181728400573786], [3775, 0.9715495392488086], [4732, 0.97151731938490271], [6968, 0.97051650631362096]]"
886,0.000105273,9,"[[1120, 0.98886804579385756], [7725, 0.98775667637727382], [1836, 0.98766716338211324], [7056, 0.9820316594214048], [371, 0.98190474217948909], [1793, 0.98168262982178645], [1513, 0.98157755245693479], [1332, 0.98156871271395607], [97, 0.97997810382945438], [100, 0.9797192304691541]]"
8860,0.000117836,9,"[[6969, 0.98162789578408105], [8615, 0.97803414465793681], [8568, 0.97758636800197607], [5230, 0.97551903948030272], [4504, 0.97550939926629432], [6606, 0.97518387206541901], [781, 0.97439870080068947], [4103, 0.9735714312588063], [1574, 0.97357143125880596], [1006, 0.97357143125880596]]"
8861,0.0000887,10,"[[6506, 0.9871831483075385], [1255, 0.98711691263597323], [1289, 0.98694186668844341], [8407, 0.9855189608367122], [7626, 0.98479282616751118], [7526, 0.98478370328193954], [9062, 0.98474242224534536], [1608, 0.98394279488691405], [6608, 0.98345838350709902], [4541, 0.98294892254592592]]"
8862,0.0000887,2,"[[3058, 0.99151911871552034], [4928, 0.97359321137106503], [3294, 0.9729717840101858], [4951, 0.97191016179858514], [2881, 0.97187914957809485], [8698, 0.9705934132794386], [5537, 0.96813776505017246], [3324, 0.96683731466688605], [7277, 0.96582164110965474], [5464, 0.96491097736848908]]"
8863,0.0000887,56,"[[2244, 0.99279249543710568], [2326, 0.98495733672164376], [9307, 0.97713670721007617], [2111, 0.97701308110257612], [7353, 0.97639960878743726], [8688, 0.97589803163769284], [9256, 0.97571895127240438], [8410, 0.97525149406048395], [3086, 0.97332644051702766], [6888, 0.97327145739569887]]"
8864,0.000117836,3,"[[5143, 0.97866821252537239], [1582, 0.97844910749466452], [1785, 0.97384307496759426], [2468, 0.97282435113303334], [3899, 0.97276366728634867], [5142, 0.97151986100903986], [3181, 0.96967146422301365], [5033, 0.96913173418232379], [2935, 0.9689928413364941], [3240, 0.96819244615537881]]"
8865,0.000117836,15,"[[4095, 0.98217239812198365], [4695, 0.9712116832829879], [7847, 0.9709463135305646], [806, 0.96822900849538984], [647, 0.96805098409068302], [1415, 0.96674334582767862], [2506, 0.96670288345146638], [7066, 0.9666228770941524], [178, 0.96554835202826739], [4193, 0.9651123083696056]]"
8866,0.000117836,60,"[[4979, 0.97748768785811369], [9191, 0.97325950051086474], [7291, 0.96734698043975209], [1102, 0.96564584547435917], [1983, 0.96558588746133545], [6581, 0.96525816461678193], [1616, 0.96491628558950648], [5674, 0.96354421967163173], [478, 0.96191647130651203], [1237, 0.96134759174135187]]"
8867,0.000117836,18,"[[5188, 0.99285212101354903], [4912, 0.99224080924164448], [3011, 0.99153100136786243], [6400, 0.99142486957287657], [4859, 0.99130538444696825], [3181, 0.99115635849695294], [1711, 0.9911186743868261], [3438, 0.99078586065023011], [7149, 0.99034210843185289], [7153, 0.99009285370964084]]"
8868,0.000117836,24,"[[8865, 0.99234781386760484], [5500, 0.98874345692898291], [1415, 0.98626763412188423], [4215, 0.98508317306523985], [1887, 0.98337177564878109], [750, 0.98328228583142085], [2063, 0.98198483881478016], [2297, 0.98189854797910547], [649, 0.98173020437489811], [554, 0.98116888388034706]]"
8869,0.0000626,8,"[[7417, 0.98747652695108346], [7644, 0.98662641328612655], [2044, 0.98159118769443043], [3452, 0.97915961637931759], [3519, 0.97673010635273261], [5532, 0.97639562056262619], [7170, 0.97483078769338749], [4775, 0.97483078769338738], [1719, 0.97483078769338694], [4003, 0.97483078769338682]]"
887,0.0000943,8,"[[4606, 0.99989069652326068], [1881, 0.99985774770056246], [7145, 0.99981795993458], [7971, 0.9997865667655752], [6765, 0.99976295255328995], [1265, 0.9997279418124243], [8807, 0.99970691395444211], [5008, 0.9997059396867205], [3022, 0.99969895668457243], [5009, 0.99968833360125342]]"
8870,0.000117836,5,"[[35, 0.96460331924431497], [863, 0.96072298047768467], [1437, 0.95759559180507781], [9123, 0.95342491537032981], [8311, 0.9519339566181253], [579, 0.95051622087289811], [5373, 0.94995672563656453], [7965, 0.94904796347651099], [7826, 0.9404555845864776], [2268, 0.935338414966425]]"
8871,0.000117836,21,"[[3127, 0.97607338295006152], [823, 0.9739353403178691], [7057, 0.97210199450527535], [140, 0.97009259741416898], [2813, 0.96078134355684741], [8374, 0.95812754836136171], [6891, 0.95692259800107382], [2080, 0.95448170286614642], [2039, 0.95408514842070002], [699, 0.95276702228148691]]"
8872,0.000117836,10,"[[8461, 0.97989899810225878], [5657, 0.9655628880649294], [9264, 0.96521431565059834], [8686, 0.96061554542922112], [4442, 0.95890710607802987], [3070, 0.95885166589525117], [7417, 0.95764487624254457], [7143, 0.95526664309631726], [6393, 0.9513591701203612], [7144, 0.94643358185442494]]"
8873,0.0000406,1,"[[2645, 0.99723710471788973], [2259, 0.99723710471788973], [261, 0.99723710471788973], [778, 0.99313021940909518], [3584, 0.99209690741639245], [178, 0.99152919712804111], [4025, 0.99050990330135202], [2295, 0.98974824968077069], [2132, 0.98971368228402623], [1651, 0.98966661420129409]]"
8874,0.000117836,2,"[[8849, 0.97164888854361053], [5680, 0.94954693513855948], [3159, 0.93063902819941802], [4221, 0.92952637611848699], [2623, 0.92842989505469509], [3172, 0.9248363743254201], [2764, 0.92294949581245678], [4534, 0.91631927860731621], [2945, 0.91570585264997717], [9292, 0.91484662361500702]]"
8875,0.000117836,1,"[[4621, 0.97212152361010906], [2592, 0.96839590066332726], [5511, 0.95405280947553472], [5380, 0.95387511412152115], [6900, 0.95282053909605213], [2432, 0.94534226392944465], [672, 0.94424442401172604], [1361, 0.94394715161160825], [1019, 0.94193400255621207], [7726, 0.93855846325178394]]"
8876,0.000117836,27,"[[6293, 0.9533348310850297], [4615, 0.94087383275963388], [8197, 0.93382972472493408], [4995, 0.92516054803848846], [3956, 0.92495371602205978], [1653, 0.92383121108209076], [9075, 0.91693261222314515], [7086, 0.90726238370044232], [3417, 0.90603740719071935], [5597, 0.90255108550725227]]"
8877,0.0000316,N/A,"[[3353, 0.99274462738536706], [2570, 0.99149773066444469], [6877, 0.98941644096354342], [4201, 0.98887214594836981], [7488, 0.98757981700885744], [7190, 0.98724677238806002], [3605, 0.98722032027364437], [3412, 0.98619499463999283], [6438, 0.986176213877895], [3519, 0.98596193804605303]]"
8878,0.000117836,2,"[[8090, 0.99038712514986038], [9117, 0.98528654392290682], [4992, 0.98503218508608692], [8757, 0.98176241980318901], [1090, 0.97898890714511766], [3514, 0.9788573868176883], [8195, 0.9774140073572648], [2044, 0.97731866113555188], [8611, 0.97612141155431975], [7011, 0.96824833219355055]]"
8879,0.000117836,1,"[[5207, 0.99935377798673164], [2917, 0.9992186102964169], [4441, 0.99921062691006779], [7204, 0.99913521879814615], [2171, 0.99909369263250425], [3410, 0.99904073213049227], [5493, 0.99899193702684663], [5267, 0.99898012670388514], [2542, 0.99897483922987218], [5383, 0.99895464570642811]]"
888,0.00041063,14,"[[7372, 0.94404390139246264], [8271, 0.92580815475456379], [5280, 0.91731643098513149], [5612, 0.9153588265341347], [575, 0.90763201055390408], [2678, 0.9045660505302382], [1663, 0.90357642563061424], [3758, 0.90186821524190797], [7597, 0.89819524209126633], [7838, 0.89678833629060561]]"
8880,0.000117836,22,"[[4675, 0.96466101587471365], [3415, 0.96249462395843399], [4170, 0.96216361168241449], [4453, 0.96107233940057346], [5062, 0.95999604524804849], [3573, 0.95691743955852937], [2540, 0.9531391106228565], [2563, 0.952209171276449], [7648, 0.9490979734038385], [6795, 0.94803691655113342]]"
8881,0.000118601,1,"[[1868, 0.99966633010715034], [4833, 0.9996516537663146], [1304, 0.99953210655801206], [4723, 0.99945095278843854], [4869, 0.99943429185905264], [4838, 0.99942106426037403], [3742, 0.99930858906562514], [5525, 0.99920412588107566], [2505, 0.9989403168021922], [3697, 0.9988852571945791]]"
8882,0.000118601,1,"[[8269, 0.99870102799919425], [8022, 0.99794083201272243], [3711, 0.99704163468289853], [1793, 0.99685152140075595], [6548, 0.99684401750346419], [7142, 0.99664432186080854], [4226, 0.99651560617905621], [7718, 0.9965156061790561], [426, 0.99651560617905599], [6476, 0.99651560617905599]]"
8883,0.000118601,10,"[[317, 0.98440762528720827], [9007, 0.98394770254602304], [7225, 0.9798158356579787], [979, 0.97832984554399072], [3378, 0.97757255318729497], [5573, 0.97710298133055073], [7357, 0.97609519640444953], [3777, 0.97551623400636533], [9070, 0.97089836528793672], [8227, 0.96918709491749289]]"
8884,0.000118601,N/A,"[[7151, 0.99933431549268936], [4474, 0.99877349730791698], [7515, 0.99875291823461898], [2819, 0.99846341087302359], [9107, 0.99846341087302348], [1797, 0.99846341087302348], [2284, 0.99828932374406854], [4408, 0.99828932374406831], [7470, 0.99828418537142194], [7973, 0.99828070868337526]]"
8885,0.000109276,1,"[[7559, 0.99597861668444754], [7878, 0.99579281257325203], [1654, 0.99256315206946522], [9166, 0.99211694526688776], [7486, 0.99199770486979577], [5026, 0.99197363182760645], [9053, 0.99133274279187977], [8833, 0.99101099089271949], [7576, 0.99074274762325998], [7004, 0.98958721431028618]]"
8886,0.000109276,5,"[[260, 0.99895610836758608], [4810, 0.99282030605050253], [8950, 0.98906181982178776], [662, 0.98820779868418762], [7835, 0.98694965488190434], [7851, 0.98623140425198752], [8102, 0.98597541322784421], [4809, 0.98536401633210813], [819, 0.98297237066396403], [9167, 0.98124216211210924]]"
8887,0.000109276,1,"[[2819, 0.99923162480558347], [5203, 0.99903614305233102], [4662, 0.99893179298827151], [3443, 0.99843111186782962], [9075, 0.99821428162824843], [8918, 0.99797206641705816], [8597, 0.99794998692729964], [4329, 0.99676401115843405], [3421, 0.99641266149991492], [6491, 0.99639785810736736]]"
8888,0.000109276,7,"[[4423, 0.99277693236501774], [6793, 0.99191182339356188], [2563, 0.99108629258888747], [6795, 0.99080851833482886], [2458, 0.9905278843119727], [6981, 0.99027956233494707], [3685, 0.98997783506194648], [9113, 0.98997652778411782], [8717, 0.98987310186693933], [7395, 0.98981793718169375]]"
8889,0.000206474,55,"[[7564, 0.99273644053152221], [1031, 0.98924048213428861], [3292, 0.98609840690625195], [4421, 0.98552308546765044], [8995, 0.9852842387320293], [8491, 0.98327936530246662], [7895, 0.98207956612379999], [2758, 0.98201769962951002], [6376, 0.98197104748329955], [6541, 0.98059750293650194]]"
889,0.0000477,7,"[[7283, 1.0000000000000002], [3563, 1.0000000000000002], [7291, 1.0000000000000002], [7290, 1.0000000000000002], [729, 1.0000000000000002], [3561, 1.0000000000000002], [4925, 1.0000000000000002], [3560, 1.0000000000000002], [7286, 1.0000000000000002], [7285, 1.0000000000000002]]"
8890,0.0000422,1,"[[9228, 0.99823227008464155], [1252, 0.99626260680402035], [8501, 0.9951791579640763], [8425, 0.99475012313439848], [8114, 0.99429592435958758], [8895, 0.99316561043858242], [7314, 0.99303765111473175], [2446, 0.99056149277383265], [8844, 0.98904780672427239], [7758, 0.98876071387130848]]"
8891,0.000065,N/A,"[[5198, 0.99850863760095565], [2740, 0.99817682950295561], [838, 0.99798439474904277], [1560, 0.99787242803104048], [7352, 0.99754486851281055], [6471, 0.99752798267102405], [8095, 0.99665247722498018], [3280, 0.99660322576071625], [8622, 0.9965849578693482], [3554, 0.99650102117732731]]"
8892,0.0000349,1,"[[2054, 0.94092372635228261], [4973, 0.93311810304362297], [7221, 0.9328919560731489], [8514, 0.93009794214367236], [9283, 0.92507337101401388], [3658, 0.92244043515710072], [2363, 0.9122941765654895], [3982, 0.90633781731483698], [6370, 0.90567289565896958], [8756, 0.90449770560514287]]"
8893,0.000101281,2,"[[746, 0.99835037359876222], [8103, 0.99816503847741833], [7938, 0.99507288252548176], [4985, 0.99245857058461406], [395, 0.99225333780898428], [70, 0.98904987031315272], [5373, 0.98840034995647919], [7939, 0.98780448069665783], [8870, 0.98760495488492328], [4809, 0.98721293390242237]]"
